"ID","Project Name","Sector","Sub Sector","Total Project Cost","View Profile"
1773,"LED Lamp assembly unit","Electronics","Electronics Manufacturing","2083000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LEDLampassemblyunit.pdf"
1774,"LED Lamp assembly unit","Electronics","Electronics Manufacturing","2083000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LEDLampassemblyunit.pdf"
1775,"LED Bulb","Electronics","Electronics Manufacturing","112000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LEDBulb.pdf"
1776,"LED Bulb","Electronics","Electronics Manufacturing","112000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LEDBulb.pdf"
1777,"LED Bulb","Electronics","Electronics Manufacturing","112000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LEDBulb.pdf"
1778,"Leather waist Belts","Apparel, Made-Ups & Home Furnishing","Accessories Manufacturing","925000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LeatherwaistBelts.pdf"
1779,"Leather waist Belts","Apparel, Made-Ups & Home Furnishing","Accessories Manufacturing","925000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LeatherwaistBelts.pdf"
1780,"Leather waist Belts","Apparel, Made-Ups & Home Furnishing","Accessories Manufacturing","925000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LeatherwaistBelts.pdf"
1781,"Leather waist belt","Apparel, Made-Ups & Home Furnishing","Accessories Manufacturing","925000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Leatherwaistbelt.pdf"
1782,"Leather waist belt","Apparel, Made-Ups & Home Furnishing","Accessories Manufacturing","925000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Leatherwaistbelt.pdf"
1783,"Leather waist belt","Apparel, Made-Ups & Home Furnishing","Accessories Manufacturing","925000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Leatherwaistbelt.pdf"
1784,"Leather shoes project","Apparel, Made-Ups & Home Furnishing","Footwear Manufacturing","2315000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Leathershoesproject.pdf"
1785,"Leather shoes project","Apparel, Made-Ups & Home Furnishing","Footwear Manufacturing","2315000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Leathershoesproject.pdf"
1786,"Leather shoes project","Apparel, Made-Ups & Home Furnishing","Footwear Manufacturing","2315000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Leathershoesproject.pdf"
1787,"Leather Purse_DPR","Apparel, Made-Ups & Home Furnishing","Accessories Manufacturing","1203000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LeatherPurseDPR.pdf"
1788,"Leather Purse_DPR","Apparel, Made-Ups & Home Furnishing","Accessories Manufacturing","1203000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LeatherPurseDPR.pdf"
1789,"Leather Purse_DPR","Apparel, Made-Ups & Home Furnishing","Accessories Manufacturing","1203000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LeatherPurseDPR.pdf"
1790,"Leather Jackets_DPR","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","1044000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LeatherJacketsDPR.pdf"
1791,"Leather Jackets_DPR","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","1044000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LeatherJacketsDPR.pdf"
1792,"Leather Jackets_DPR","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","1044000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LeatherJacketsDPR.pdf"
1793,"Leather Cricket Ball","Sports, Physical Education, Fitness & Leisure","Cricket","1571000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LeatherCricketBall.pdf"
1794,"Leather Cricket Ball","Sports, Physical Education, Fitness & Leisure","Cricket","1571000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LeatherCricketBall.pdf"
1795,"Leather Cricket Ball","Sports, Physical Education, Fitness & Leisure","Cricket","1571000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LeatherCricketBall.pdf"
1796,"Leather bags final","Apparel, Made-Ups & Home Furnishing","Accessories Manufacturing","1008000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Leatherbagsfinal.pdf"
1797,"Leather bags final","Apparel, Made-Ups & Home Furnishing","Accessories Manufacturing","1008000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Leatherbagsfinal.pdf"
1798,"Leather bags final","Apparel, Made-Ups & Home Furnishing","Accessories Manufacturing","1008000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Leatherbagsfinal.pdf"
1799,"leather bag","Other Sectors","Leather Goods","1008000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/leatherbag.pdf"
1800,"leather bag","Other Sectors","Leather Goods","1008000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/leatherbag.pdf"
1801,"leather bag","Other Sectors","Leather Goods","1008000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/leatherbag.pdf"
1802,"LEATHER SANDAL WITH P.U. SOLE (Ã‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃ‚Â )","Apparel, Made-Ups & Home Furnishing","Footwear Manufacturing","2281400","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LEATHER SANDAL WITH P.U.pdf"
1803,"LEATHER SANDAL WITH P.U. SOLE (Ã‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃ‚Â )","Apparel, Made-Ups & Home Furnishing","Footwear Manufacturing","2281400","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LEATHER SANDAL WITH P.U.pdf"
1804,"LEATHER SANDAL WITH P.U. SOLE (Ã‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃ‚Â )","Apparel, Made-Ups & Home Furnishing","Footwear Manufacturing","2281400","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LEATHER SANDAL WITH P.U.pdf"
1805,"LEATHER SANDAL WITH P.U. SOLE (Ã‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃ‚Â )","Apparel, Made-Ups & Home Furnishing","Footwear Manufacturing","2281400","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LEATHER SANDAL WITH P.U.pdf"
1806,"LEATHER SANDAL WITH P.U. SOLE (Ã‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃ‚Â )","Apparel, Made-Ups & Home Furnishing","Footwear Manufacturing","2281400","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LEATHER SANDAL WITH P.U.pdf"
1807,"LEATHER SANDAL WITH P.U. SOLE (Ã‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃ‚Â )","Apparel, Made-Ups & Home Furnishing","Footwear Manufacturing","2281400","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LEATHER SANDAL WITH P.U.pdf"
1808,"Lead Pencil","Other Sectors","Stationery Manufacturing","1985200","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LeadPencil.pdf"
1809,"Lead Pencil","Other Sectors","Stationery Manufacturing","1985200","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LeadPencil.pdf"
1810,"Lead Pencil","Other Sectors","Stationery Manufacturing","1985200","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LeadPencil.pdf"
1811,"Lead acid battery","Electronics","Battery Technology","2500000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Leadacidbattery.pdf"
1812,"Lead acid battery","Electronics","Battery Technology","2500000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Leadacidbattery.pdf"
1813,"Lead acid battery","Electronics","Battery Technology","2500000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Leadacidbattery.pdf"
1814,"Laundry Soap","Strategic Manufacturing","Cleaning Products","1962000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LaundrySoap.pdf"
1815,"Laundry Soap","Strategic Manufacturing","Cleaning Products","1962000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LaundrySoap.pdf"
1816,"Laundry Soap","Strategic Manufacturing","Cleaning Products","1962000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LaundrySoap.pdf"
1817,"laminate wood flooring","Other Sectors","Flooring","2317000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LaminateWoodFlooring.pdf"
1818,"laminate wood flooring","Other Sectors","Flooring","2317000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LaminateWoodFlooring.pdf"
1819,"laminate wood flooring","Other Sectors","Flooring","2317000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LaminateWoodFlooring.pdf"
1820,"Laminated Safety Glass","Other Sectors","Glass Manufacturing","2022000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LaminatedSafetyGlass.pdf"
1821,"Laminated Safety Glass","Other Sectors","Glass Manufacturing","2022000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LaminatedSafetyGlass.pdf"
1822,"Laminated Safety Glass","Other Sectors","Glass Manufacturing","2022000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LaminatedSafetyGlass.pdf"
1823,"Ladies Suits","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","2500000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LadiesSuits.pdf"
1824,"Ladies Suits","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","2500000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LadiesSuits.pdf"
1825,"Ladies Suits","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","2500000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LadiesSuits.pdf"
1826,"Ladies Suit","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","2500000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LadiesSuit.pdf"
1827,"Ladies Suit","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","2500000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LadiesSuit.pdf"
1828,"Ladies Suit","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","2500000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LadiesSuit.pdf"
1829,"LAC BANGLES MANUFACTURING UNIT (Ã‚Â MINERAL BASED INDUSTRYÃ‚Â )","Automotive","Handicrafts","119000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LAC BANGLES MANUFACTURING UNIT.pdf"
1830,"LAC BANGLES MANUFACTURING UNIT (Ã‚Â MINERAL BASED INDUSTRYÃ‚Â )","Automotive","Handicrafts","119000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LAC BANGLES MANUFACTURING UNIT.pdf"
1831,"LAC BANGLES MANUFACTURING UNIT (Ã‚Â MINERAL BASED INDUSTRYÃ‚Â )","Automotive","Handicrafts","119000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LAC BANGLES MANUFACTURING UNIT.pdf"
1832,"kurkure snacks","Food Processing","Snacks","2487000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/kurkuresnacks.pdf"
1833,"kurkure snacks","Food Processing","Snacks","2487000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/kurkuresnacks.pdf"
1834,"kurkure snacks","Food Processing","Snacks","2487000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/kurkuresnacks.pdf"
1835,"Kurkure","Food Processing","Snack Manufacturing","742000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Kurkure.pdf"
1836,"Kurkure","Food Processing","Snack Manufacturing","742000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Kurkure.pdf"
1837,"Kurkure","Food Processing","Snack Manufacturing","742000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Kurkure.pdf"
1838,"knitted lace","Other Sectors","Textiles","1865000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/knittedlace.pdf"
1839,"knitted lace","Other Sectors","Textiles","1865000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/knittedlace.pdf"
1840,"knitted lace","Other Sectors","Textiles","1865000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/knittedlace.pdf"
1841,"Kitchen Chimney","Electronics","Kitchen Appliances","2418000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/KitchenChimney.pdf"
1842,"kitchen chimney","Strategic Manufacturing","Appliances","2418000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/kitchenchimney.pdf"
1843,"Kitchen Chimney","Electronics","Kitchen Appliances","2418000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/KitchenChimney.pdf"
1844,"kitchen chimney","Strategic Manufacturing","Appliances","2418000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/kitchenchimney.pdf"
1845,"Kitchen Chimney","Electronics","Kitchen Appliances","2418000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/KitchenChimney.pdf"
1846,"kitchen chimney","Strategic Manufacturing","Appliances","2418000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/kitchenchimney.pdf"
1847,"Kids Woolen Sweater","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","667000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/KidsWoolenSweater.pdf"
1848,"Kids Woolen Sweater","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","667000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/KidsWoolenSweater.pdf"
1849,"Kids Woolen Sweater","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","667000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/KidsWoolenSweater.pdf"
1850,"Kholar(Rajma) Processing_DPR","Food Processing","Pulses Processing","2450000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/KholarRajmaProcessingDPR.pdf"
1851,"Kholar(Rajma) Processing_DPR","Food Processing","Pulses Processing","2450000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/KholarRajmaProcessingDPR.pdf"
1852,"Kholar(Rajma) Processing_DPR","Food Processing","Pulses Processing","2450000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/KholarRajmaProcessingDPR.pdf"
1853,"Khakhra Semi automatic","Food Processing","Snack Manufacturing","1455000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/KhakhraSemiautomatic.pdf"
1854,"Khakhra Semi automatic","Food Processing","Snack Manufacturing","1455000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/KhakhraSemiautomatic.pdf"
1855,"Khakhra Semi automatic","Food Processing","Snack Manufacturing","1455000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/KhakhraSemiautomatic.pdf"
1856,"Khadi Mask","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","1566000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/KhadiMask.pdf"
1857,"Khadi Mask","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","1566000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/KhadiMask.pdf"
1858,"Khadi Mask","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","1566000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/KhadiMask.pdf"
1859,"Khadi Kurti","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","2383000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/KhadiKurti.pdf"
1860,"Khadi Kurti","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","2383000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/KhadiKurti.pdf"
1861,"Khadi Kurti","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","2383000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/KhadiKurti.pdf"
1862,"Keyboard","Electronics","Electronics Manufacturing","819000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Keyboard.pdf"
1863,"keyboard","Electronics","Appliances","1103000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/keyboard.pdf"
1864,"Keyboard","Electronics","Electronics Manufacturing","819000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Keyboard.pdf"
1865,"keyboard","Electronics","Appliances","1103000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/keyboard.pdf"
1866,"Keyboard","Electronics","Electronics Manufacturing","819000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Keyboard.pdf"
1867,"keyboard","Electronics","Appliances","1103000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/keyboard.pdf"
1868,"Katarni Rice_DPR","Food Processing","Rice Processing","1859000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/KatarniRiceDPR.pdf"
1869,"Katarni Rice_DPR","Food Processing","Rice Processing","1859000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/KatarniRiceDPR.pdf"
1870,"Katarni Rice_DPR","Food Processing","Rice Processing","1859000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/KatarniRiceDPR.pdf"
1871,"Kala Namak Chawal_DPR","Food Processing","Rice Processing","1866000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/KalaNamakChawalDPR.pdf"
1872,"Kala Namak Chawal_DPR","Food Processing","Rice Processing","1866000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/KalaNamakChawalDPR.pdf"
1873,"Kala Namak Chawal_DPR","Food Processing","Rice Processing","1866000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/KalaNamakChawalDPR.pdf"
1874,"Jute Wall Hanging","Automotive","Handicrafts","1077000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/JuteWallHanging.pdf"
1875,"Jute Wall Hanging","Automotive","Handicrafts","1077000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/JuteWallHanging.pdf"
1876,"Jute Wall Hanging","Automotive","Handicrafts","1077000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/JuteWallHanging.pdf"
1877,"Jute bag making","Automotive","Handicrafts","909000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Jutebagmaking.pdf"
1878,"Jute bag making","Automotive","Handicrafts","909000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Jutebagmaking.pdf"
1879,"Jute bag making","Automotive","Handicrafts","909000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Jutebagmaking.pdf"
1880,"Jeggings","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","1825000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Jeggings.pdf"
1881,"Jeggings","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","1825000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Jeggings.pdf"
1882,"Jeggings","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","1825000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Jeggings.pdf"
1883,"Jegging","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","661000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Jegging.pdf"
1884,"Jegging","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","661000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Jegging.pdf"
1885,"Jegging","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","661000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Jegging.pdf"
1886,"Jamun Candy","Food Processing","Candy Manufacturing","1845000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/JamunCandy.pdf"
1887,"Jamun Candy","Food Processing","Candy Manufacturing","1845000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/JamunCandy.pdf"
1888,"Jamun Candy","Food Processing","Candy Manufacturing","1845000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/JamunCandy.pdf"
1889,"Jam & Jelly","Food Processing","Jam & Jelly Manufacturing","926000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/JamJelly.pdf"
